id_comment;id_user;id_movie;content;date
0;4;7;"Nothing even comes close and I may well not see it personally topped. Every single scene is magnificent. The acting is superb as is the direction, script, hauntingly beautiful music, cinematography and the incredible battles; especially the hour long battle on the Pellenor Fields and Minas Tirith. The characters are some of the greatest ever created and to root for. The movie is simply perfection from beginning to end and the 4 hour version is just as majestic. There's not a single negative thing I can say about a movie that deserves all it's nominated Oscars. My family and I watched it 4 times in its first 12 days of release. A joyous experience every time. Magnificent!!!!!!";2022-09-14
0;5;8;I like the bit with the cheeseburger. It makes me want to go and get a cheeseburger;2022-07-19
0;6;8;This is Tarantino's masterpiece, there's no other way to say it. It has arguably one of the smartest scripts I've ever seen. The story, which is non-linear, is so well constructed it takes several viewings to grasp it all. The movie doesn't seem to be about any spesific thing, but there is a subtle hint of redemption as a central theme. The characters and preformances in this movie are practically perfect. This is still one of the best performances I've seen from Sam Jackson, and it's an outrage he didn't win an Oscar. Each scene has its own unique flavour and charm, every segment has its own arc while also tying into the main plot. The comedy is great, the serious moments are great, every word of dialogue is exciting despite seemingly not having any reason to exist. This movie is just such a great time, and I recommend it to everyone who loves movies. I cannot think of a single genuine flaw with it, and it will remain one of my favorite movies for a long time.;2022-09-11
0;7;8;Before I saw this I assumed it was probably overrated. I was wrong. It lives up to and surpasses its reputation in pretty much every way. I would definitely recommend.;2023-04-10
0;8;8;Pulp Fiction is the most original, rule breaking film I have ever seen. Instead of following the widely used 3 act structure, Pulp Fiction makes up its own and while the 3 stories may seem completely disconnected at first, once you look closely you can find the underlying themes that they all share. Anyone who says that the movie lacks focus or has no meaning hasn't analysed enough. I highly recommend this film since it is number one on my list of my favourite movies of all time.;2022-10-14
0;9;9;An incredible feat Enthrals anew every time Cannot believe its two decades ago Love it so much;2023-02-03
0;10;9;For the thousands of fans who thought it couldn't be done, to the skeptics and the critics who observed Peter Jackson's adaptation of the Lord Of The Rings into a trilogy would be the next Ishtar, a disaster of epic proportions, allay your fears. The Lord Of The Rings: The Fellowship Of The Ring is the most daring cinematic event to take place in years, and despite the fact it undeservedly lost the best picture oscar to A Beautiful Mind, it is, I strongly believe, a film for the ages. NOt since Gone With THe Wind has an epic tale, critically acclaimed, been adapted into a film which is astounding in its own right. The sets are marvelous, the characters portrayed to perfection (Most notably Ian McKellen as Gandalf), and the mythology of Middle-Earth brought to vivid life, combining to make a film that is both spectacular in its grandeur and engaging in its characters. This is a film I believe equal to Lawrence Of Arabia in its scope, and I am anxiously awaiting the sequel THe Two Towers being released this Christmas.;2022-12-29
0;11;10;"I'll keep this brief: This is simply one of the most entertaining and best looking westerns ever. Director Sergio Leone's unique use of the camera - long, uninterrupted shots in wide angle alternating with extreme close-ups - and Ennio Morricone's unique, wildly inventive soundtrack are blended to perfection. The career-making performances by Eli Wallach (hilarious), Lee Van Cleef (chilling) and Clint Eastwood (cool) are nothing short of iconic, and the film's finale is so good it will send shivers of cinematic joy down your spine. It's a movie of epic proportions; it's funny and violent, but underneath it all there is a strong anti-war message. It's a cinematic masterpiece and one of the most influential movies of all time. Oh, and it's also tons of fun, and you should see it on the biggest screen possible.";2022-11-22
0;12;10;Filmed in Spain by Italian filmmaker, this is the best Western ever made. With Hollywood actors but fittingly, not made in Hollywood, it was despised by the mainstream at the time, but also recognized for its genius and is the most famous part of the most famous Western trilogy. Building on a rich Italian storytelling and film making tradition, with unforgettable score, this movie has justly taken the place it now holds. If you have not seen it yet, do it. Equally subversive and authentic, this is just one master piece nobody should miss.;2022-09-18
0;13;10;"This film probably had the largest impact on my life. It set the tone for everything I then got interested in. American Civil War. Film Music. Clint Eastwood. Real Westerns. This is the best of the Dollars Trilogy and by far one of the best Westerns of all time. It has drama, comedy, cracking dialogue, some of the most brutal battle scenes - especially around the bridge - that I'd seen up to then, music to die for and set pieces that just ooze atmosphere and tension. I have never forgotten the end shoot-out. This was unique; 3 people?! You can't do that. But Leone did, and he did it brilliantly - all cameras and music. I have now seen this film too many times to count but I'll be back for another blast of buono, brutto, cattivo, someday. My son owes his name to this film. Yep, that there is Clinton.";2023-01-26
0;1;10;There's not a lot to say about this one that hasn't been said. You have to enjoy the sweeping, desolate Spanish vistas. And, as it has been pointed out as a plot hole, it is an interesting technique that what ever is out of the frame, is unnoticed by the characters, such as Angel Eyes making it all the way to the Stanton grave without being noticed approaching (on horseback) over open land. I found it distracting the way many characters spoke in Spanish or Italian and were dubbed into English. I have always disliked dubbed movies and preferred subtitles, but this one was odd, with some characters speaking English, and some not. It must have made for interesting rehearsals and filming. I would have to agree with others that Eli Wallach largely stole the show. And does anyone know if Lee Van Cleef really was short part of his right middle finger, or did they splice in someone else's hand for that shootout scene?;2023-02-10
0;2;10;"Since there isn't much original that I can add, I just want to make sure that no stone is unturned. The three principles in this epic are so well developed. There are no really ""good"" guys, despite the title. But they are so well drawn that we are intrigued by the clash of spirits. It is very much like reading the Iliad. When Achilles dons the armor, he is going after another hero and must defeat one he respects. Here, respect may be the wrong word, but viable adversaries have a kind of sense of immovable object and irresistible force. There is so much violence and so many confrontations, it works so well. It, of course, got us away from the horse opera, or even the white hat of John Wayne (not to diminish the joy of those films) and created an opening for the anti-hero. What a piece of cinema.";2022-10-28
0;3;10;Why don't we get unique films like this anymore.Films that will make u think,films that will make your heart pound fast out of fear cuz of how unpredictable they are,well this movie,the good the bad and the ugly has all that.Great story,amazing characters,amazing dialogue and the amazing soundtrack from ennio,he really nailed it.This film deserves to be in imdbs top ten films of all time it surprised me so much,greatest western ever made and definitely one of the greatest films ever made.;2022-07-18
0;4;11;This film is a visual concert. The animation and character design neatly put me to tears. The opening of the film took an approach that shocked me, but it was fantastic to watch. Many of the jokes were in the trailers, but plenty caught me off guard in the cinema. Miguel even had a couple of funny moments. The presence of existing spider characters, such as snippets of the other films, did feel somewhat strange I have to admit. However, it is made up for in how incredible this film was. It was artistic, mature, adult, and profound. It leaves the viewer on a cliffhanger that shocked me. I thought I was an hour into the film, but it was the end. I implore everyone wondering if they should see this film to do so. Easily the best film I have seen in a long time and the best film to see in theaters. A true masterpiece.;2022-11-14
0;5;11;The 5 years was worth the wait. Amazing animation, beautiful characters with rich backstories, the fights are amazing, Gwen's story is amazing, EVERYTHING IS AMAZING! This entire movie is gorgeous and keeps you hooked and almost forces you to continue watching, that's how amazing it is. The hype around this movie was 100% deserved and made sense, seeing as how this movie may be the greatest film I have ever seen.;2022-11-23
0;6;11;Spider-Man: Into the Spider-Verse is probably my favorite Spider-Man movie. However, my feelings about Spider-Man: Across the Spider-Verse are currently glitching. On one hand, the action scenes are spectacular, and the animation is, once again, amazing. On the other hand, this movie is 2 hours and 20 minutes long and it feels like it. Plus, the visuals can be so kinetic that the film becomes busy & chaotic. This sequel offers some real drama, however it's not a complete story, and it ends on a cliffhanger. I think my rating will solidify when I watch Beyond the Spider-Verse and see how it all ends.;2023-06-21
0;7;11;Let me just say that the first hour of this film had me hooked and I just knew this film surpass it's predecessor in terms of the story & entertainment. Around the 2 hour mark I started wondering when or if there would be a climax? Various scenes felt like they were dragging on for way too long. We really didn't need all the scenes of Peter B. Parker and his child. For me personally I felt like there was no build up or anticipation due to how long certain scenes played out. Then the film ended on a cliffhanger and then I understood, this film is a middle movie, a gateway between the first film and the next film and unfortunately it showed. They didn't have a definitive ending for this film which is fine but at some point the scenes just felt like filler. I believe it is still a movie worth seeing, however, it falls short of the first movie in terms of keeping my attention.;2023-05-28
0;8;12;I have seen this movie easily a half a dozen times, and I find that the beauty of the film is how Forrest Gump not only shares his innocence and purity with others, including the audience, he also manages to retain that innocence and purity through some very difficult times. As a Viet Nam veteran, and a college graduate of the late Sixties, I could of course personally relate to the various periods that Forrest Gump endures. I would only mention that the skillful and seamless blending of music, action, and period costume was enthralling. And yet it was so perfectly understated that Forrest Gump's travels through thirty five years of the stormiest and most meaningful years of American history only became clearly defined for the viewer. Even more so than the well known chocolates quote as a metaphor for life, I felt that the remark that stupid is what you do is probably more workable for most of us.;2023-04-17
0;9;12;more than adaptation , it is a visual parable. about vulnerability and its magnificent potential. about innocence and its importance to discover the real essence of life. about love, family, fight and courage. a film like a revolution. because it propose the best manner to be yourself and to not be a victim walking on that way. more than story of Forrest Gump, it is the story of people around him. a film like a Rubick cube - many faces, each for complete right color. and a image who remains its mark - the box of chocolate, the run, the ping - pong match. it seems be the best role of Tom Hanks. in fact, it is definition of a new period after the Cold War. a pledge. about the small things.;2022-11-05
0;10;12;... all that is, all that was and all that will ever be, through the life experiences of the titular character performed to perfection by Tom Hanks whose generous performance leaves us humbled and in awe of what we can achieve, how we can achieve it and why we would want that achievement in the first instance. A piece of cinematic storytelling that will perpetually resonate no matter who or what you are, where you are going or who you are going with - timeless.;2022-09-28
0;11;12;When Tom Hanks won his first Oscar for Philadelphia in 1993 the film received a total of five nominations. His second Oscar for Forrest Gump came in a film that received more than double that in nominations and awards. If Forrest Gump did nothing else it solidified Hanks's credentials as a serious actor. He would never be doing imitations of his Bosom Buddies character in films again.;2022-10-22
0;12;13;Because you'll probably be confused the first time around. It's not a coincidence it stars some of the greatest actors of our time.;2023-01-02
0;13;13;So rewatchable. The acting is amazing, the story is amazing the second time you watch it, very good acting, funny as well sometimes. Great movie.;2023-05-14
0;1;13;Everything about Fight Club is simply amazing. The acting, the directing, and the story is simply superb. However, going into this film I had already had had some of the major twists spoiled for me, and this is a movie that relies so heavily on those twists that knowing them will detract from the experience significantly. Because of that, the film is really only worth seeing of you have no prior knowledge of it whatsoeve;2022-10-02
0;2;13;Beleive me if you want to feel this movie to the core watch it twice . It took me twice to analyse that this movie was something much more than just awesome Brilliant acting by brad pitt maybe his best one, direction above par . There is something much more in this movie than meets the eye .. Watch it and find for yourself;2023-05-26
0;3;13;The movie is phenomenal. I liked every single actor, the story was great and had some plot twists. It kept me engaged thoroughly and I was never bored. I only watched it for first time in my life a month ago, and I suggest you to do the same if you haven't!;2022-11-16
0;4;14;Great movie I really enjoyed watching and better than the first part;2022-09-21
0;5;14;The Two Towers is worth watching just to see the Battle of Helm's Deep. It is one of the most impressive battle sequences to hit the big screen. But then there's so much more than that-this movie also features amazing special effects with Gollum, dramatic political tension in Rohan, and fantastic moments with the Ents. This is probably my favorite chapter of the Lord of the Rings film trilogy.;2023-04-05
0;6;14;I've watched these movies over and over and I always notice something new each time. So much went into these movies. I am so happy they tackled the books this way to be able to do it justice on the big screen. Can never recommend these movies enough. Best ever.;2023-04-09
0;7;14;I'm going to make the same review for the trilogy of movies because i consider them as one great movie. What can we say about tolkien one of the best writers, luckily they made a great adaptation of the book. The film is impressive, it is perfect and very entertaining, time flies considering that each film lasts more than 3 hours. Great battles, great adventure, great drama, great comedy. YOU MUST WATCH IT.;2022-12-03
0;8;14;One of the scariest movie ever made. A lot action. Great story line. Great acting. Great special effects. Great visual effects. A fantasy masterpiece. See it. C.a.d.a.i.n.s And see more good fantasy movies. The monsters in this movie are some of the scariest movie monsters ever. The Hobbit movie are a little better. But still it is a great movie. All the middle earth movies are great. See all the middle earth movie. They are some of the beast fantasy movie ever. See theses movies they are awesome. Great movie great movie great movie great movie. See it see it see it see it. This is one of the beast fantasy movie. It is so cool;2022-12-26
0;9;14;This sequel of the best movie of fantasy and adventure ever made can not be seen as another movie, but the second part of a splendid film. The journey of Frodo Baggins and his friends in this movie is also outstanding, stunning, a masterpiece. I believe there is nothing else to be said about this fantastic movie. ;2022-10-23
0;10;15;You only get to watch this for the first time once, so choose your state of mind carefully. It is a film about movies and dreams and reality, and what sort of life it is best to find when you leave the cinema and return to whatever you left to enter. It is spectacular, and brutal, and enigmatic and disturbing. It is beautiful and absorbing. It is about one of my favourite characters ever to grace the screen. I don't see it often, in case it's not as good as I like to remember it. That is my secret, that I lock away in my safe in the basement. That somewhere there is a perfect world for us all. For some, perhaps it is in the cinema watching this.;2023-01-08
0;11;15;When you wake up from a good dream, you feel the reality is harsh. When you wake up after a bad dream, you will be sentimentally attached to the beauty of reality. But as long as life is good, reality and dreams don't matter.;2022-06-27
0;12;15;Wait, did i just watch this or is it just a dream?;2023-03-19
0;13;16;"So much amazing action and beautiful cinematography makes for such an enlightening experience! In The Empire Strikes Back you know who everyone is which is great plus Yoda is introduced! I love this movie the music is soothing, there's romance, more of Darth Vader, and introduces Emperor Palpatine what more can you ask for? A lot to relish and get excited about; it's such a classic gem";2022-08-27
0;1;16;One of the best movies in Star Wars is a very interesting movie;2023-05-28
0;2;16;After the sensation that Star Wars was, it would seem impossible to make a worthy follow up but somehow Lucas and his team did. In fact, there's a strong argument to be made that Star Wars: The Empire Strikes Back even surpassed its predecessor and is the best of the franchise/hexalogy. While I may not propound that myself, I couldn't exactly reject it either. All I can add is it does contain the best cinematography of all the films, courtesy of Peter Suschitzky;2022-10-20
0;3;16;A true masterpiece. in my opinion the best star wars movie;2022-09-25
0;4;17;This film doesn't age, it will be contemporary even in 2030 or 2040. Wachowski's best one, by far.;2023-02-01
0;5;17;The film is as well crafted as the matrix itself! On another level entirely to any other science fiction film from the last 20 years . Getting lost in another world, is interly what Cinema is made for. This one takes you into a whole new universe interly;2022-10-06
0;6;17;"So much greatness about this well done crafty philosophical masterpiece! One of the greatest films ever made; a true benchmark in cinema and huge meticulously brilliant cabinet file of important metaphors. I smile so much while watching The Matrix, I'm so happy it had a 20th anniversary. I'm beyond intrigued by these types of society thought-provoking gems; there aren't enough of them!!";2023-01-11
0;7;17;Without a doubt imo. We didn't have this kind of visuals back in 1999, this was a first. And watching it again makes me love what they did all over again. Can't wait for the new one!!;2023-01-29
0;8;17;The first time i watched this, i was absolutely amazed with the concept of it. The action is just so amazing to watch. I've seen this film 3 times and each time it just gets better. If you like sci fi action films then this is the film for you.;2023-04-02
0;9;18;One of the most iconic movies of the 90s. So many unforgettable moments in cinema history. Quotable lines throughout also. A fun film on a bit of a negative subject.;2022-08-26
0;10;18;"Goodfellas is a gem, never get tired watching it and it's very fun to watch. One of the best Scorcese films along with Casino ( I know there are other films). Love all the characters and Liotta stands out (RIP) - my absolute favorite scene is when he's joking around with Pesci and tells him he's a funny guy; I read that that scene was improvised. Will miss you Ray Liotta - not your time to leave us.";2023-03-25
0;11;18;Having never seen it before but heard so much about it I was expecting it to be one of the best films I've ever seen instead it was just very good in my eyes. Potentially it has lost some originality by so many other films copying features of it that it just didn't seem new anymore but whilst nothing was wrong with it and like I said it was very good with some fantastic performances it just didn't stand out against so many others of this genre for me.;2023-04-03
0;12;18;Trouble with goodfellas is it sets the bar so high for mafia organised crime style movie. Outside of godfather and scarface this is the holy grail in its genre.;2022-09-05
0;13;18;This is my absolute favorite movie. Watched it so many times. I seen Ray Liotta died yesterday and watched it again out of respect. This movie is what other movies hope with no faith to be measured against.;2023-01-14
0;1;19;The seventies produced some of the most interesting and worthy Hollywood movies. Before the era of blockbusters, and ever increasing dumbing down of the cinema art by the Hollywood power-brokers and greedy moneymakers, there was this short but truly amazing window of time that produced many of the timeless gems. A great portrayal of oppression, this gem should not be overlooked by anyone. Truly recommended.;2022-07-23
0;2;19;It's tough to really judge this movie. Is it Milos Forman's greatest directorial masterpiece or Jack Nicholson's best performance. Tough to say, but the marriage between both director and actor are quite phenomenal. From the first time we see Jack Nicholson to the sad, yet uplifting ending, one cannot escape the sheer power of the film. When a film is parodied as many times as this one has been, typically, greatness can be associated. Well, greatness was achieved, and let's hope this one never falls through the cracks.;2023-04-30
0;3;19;This movie will always be one of my all time favorites and therefor I have to give it a maximum rating. It's one of those movies that will always stand the test of time. The whole cast are excellent actors. The constant mental battle between McMurphy (played brilliantly by Jack Nicholson) and nurse Ratched (played by Louise Fletcher) is a delight to watch. You feel so much hate for nurse Ratched. All the other actors are brilliant in their roles. You kind of want to slap them in the face and wake them up to face reality. The daily routines in the mental institute would even drive a normal person completely bonkers. I saw this movie so many times without getting bored once. This is truly one of the best movies in that genre.;2023-01-23
0;4;19;This film is a brutal commentary and observation about mental health services in the United States. Many of these facilities have since closed. Many of these patients would be homeless on the streets. I only saw bits and pieces of the film in the past. Finally to see it altogether, Jack Nicholson is perfect as McMurphy. Nurse Ratched is well played by Louise Fletcher. Nurse Ratched is seen as the villain and labeled one of film history's villains. I don't see Nurse Ratched that way though. I don't know her enough. I believe she is doing her job which is difficult heading a psychiatric ward. I guess we see her coldness and true nature at the end when she discovers Bill's indiscretion. She uses it against him cruelly which leads him to tragedy. But I still don't think Nurse Ratched is this monster.;2023-06-06
0;5;20;I don't really understand the hype over this movie, it has a good cast and it is a good movie but it's different to be good and to be one of the greatest and this movie has nothing that makes it one of the greatest. The only interesting thing here is that the killer uses the seven deadly sins but even this premise could've been better used, the plot twist is kinda shocking but isn't one of the best ones, ain't one of those jaw dropping ones, at least not for me. The actors did normal nothing especial here too. I love movies of this kind but I got bored watching this and is really nothing special about it, just a massive disappointment;2023-05-27
0;6;20;This movie is meant to shock the viewer. It is a statement on human society that is even more true now than it was 26 years ago when the movie came out. Whether you agree or not, whether you're shocked or not, it is a good strong movie with a great cast. Highly recommended.;2022-10-03
0;7;21;This is basically my only Christmas tradition movie. I have to watch this every Christmas or else I would go nuts. James Stewart really steals the scene with his acting and beautiful charm. He was great in every movie I've ever watched him in. It is wonderful, it is funny, it is touching and it is human.;2023-04-07
0;8;21;I've seen this film at least 20 times over the years and it never fails to move me. It Is so relevant more than seven decades later. Our wonderful nation could very well face the same future that Mr. Potter wanted to inflict on Bedford Falls. Amazing how its basic premise of redemption and good winning over greed resonates in 21st century America.;2023-02-05
0;9;21;I've watched this probably 6 times over the years and it's perfect at Christmas. Life affirming and relentlessly hopeful (and cynical) it portrays a world where people matter and life is worth living. Beautifully shot and acted, it's brilliantly written, even if the angel stuff can get a little clunky. Even after all this time, it still works and might even bring a tear to your eye. Watch it every year or so to feel replenished.;2023-05-09
